Age,Date,A,B,C,D,E
17,1993-07-26,620.4,,908.9,1025.7,
24,2005-08-03,863.0,,1193.4,1329.4,933.6
22,2010-06-27,1082.8,663.1,,1397.9,974.1
34,2003-03-06,,557.7,1329.8,1318.8,860.0
58,1998-05-26,,445.8,,1136.7,885.2
57,1988-01-02,550.2,370.4,796.9,794.3,
66,1982-05-22,,,688.8,,
40,1977-05-12,261.8,,,,528.7
15,1986-04-07,,,794.4,,
28,2012-10-11,,,,,1048.8
35,2000-08-21,,542.2,,,959.6
17,1977-09-15,280.8,243.0,494.3,,
21,1997-08-13,816.3,,,,770.9
20,1982-05-03,353.7,,696.7,,574.8
41,1975-07-23,,218.7,429.4,391.4,
36,1972-10-21,158.9,,,,
57,1999-05-15,724.5,,,1062.5,908.1
27,2000-03-20,835.9,524.9,,,921.1
22,1987-05-29,,,,774.0,721.1
50,1981-08-04,356.6,,576.4,,
60,1994-01-31,,,,,729.9
40,1985-10-19,496.7,,728.2,747.4,668.8
34,1981-01-10,353.3,299.7,,528.8,
64,1974-10-04,,,,,442.5
23,2015-11-13,,629.8,1462.9,,
17,1991-05-20,606.6,405.2,909.5,,
47,1988-12-13,,,,733.1,755.9
39,1979-12-11,352.0,260.7,554.0,527.4,
27,2007-05-15,,,,1306.6,958.3
27,1972-02-08,139.1,190.6,,,
63,1997-11-26,,,1150.9,999.7,
35,2008-08-14,1086.5,,,,915.4
41,2008-05-30,918.1,581.2,1414.5,1415.5,1032.3
36,2000-04-25,,,,1200.2,
56,2003-06-28,859.0,543.5,,,
66,1982-12-30,382.3,300.3,,,644.3
25,1995-10-28,,,1069.6,1002.4,852.5
58,1978-08-28,313.2,235.3,554.6,505.4,
15,2003-07-24,,590.2,,,914.1
40,1989-05-06,592.7,,,836.8,666.0
34,1985-09-14,504.2,366.6,,,
27,2013-07-06,,685.8,1631.1,,1068.2
56,1984-10-28,474.3,309.6,,702.7,
55,1971-08-09,143.9,,,240.1,
37,2004-10-14,,559.7,,,1035.3
36,1981-01-02,364.8,305.6,554.8,593.8,560.2
62,2008-06-16,989.3,542.5,1296.1,1374.5,
46,1981-04-06,,300.9,,508.2,
56,1977-01-19,264.2,,472.5,,
32,1975-07-09,,205.0,414.8,408.2,
36,1995-12-02,,,,,787.3
48,2014-12-14,,,1502.6,,1056.6
62,2016-10-09,,762.5,1698.9,,
36,1991-07-16,,412.0,875.6,,
44,1974-07-07,,206.6,439.0,374.9,461.1
40,2014-05-22,,606.3,1470.3,1722.3,
50,1993-11-02,681.4,440.1,,958.5,793.9
44,2013-04-30,1109.2,,,1451.6,983.1
50,2020-02-05,,,1842.6,1704.6,
52,1991-03-14,553.8,,903.7,,718.3
61,1982-01-17,,299.9,598.5,574.5,640.0
15,2008-01-03,1052.5,552.9,1341.2,,1086.5
51,2020-04-20,,,,1834.8,1154.2
37,2003-11-07,,596.5,1212.7,1354.1,
53,1974-11-29,214.5,219.0,,,
14,1984-07-14,,326.3,,,
39,2018-07-07,1268.1,,,1751.5,
40,2016-03-19,1239.2,,1459.3,,1218.0
50,1986-02-04,522.2,362.2,790.3,,678.2
41,1990-12-01,634.5,,,848.0,780.6
63,1974-12-16,233.3,,417.4,325.3,
22,2009-06-29,1115.1,593.8,1317.3,,936.9
14,1976-10-17,269.0,,,,
47,2020-04-10,1170.7,,,,
67,2016-08-16,1291.5,742.1,1630.0,1828.6,1030.6
64,2012-10-01,1175.4,625.1,,,1151.7
23,1978-05-07,,231.5,,,
52,2008-01-16,957.2,,1430.0,1440.9,
22,1987-10-13,,,861.0,797.7,704.6
54,2007-03-20,1013.6,,,,972.2
38,1973-06-23,,209.3,,,
60,1996-03-05,,,1023.1,,
17,1991-11-28,,383.3,,,680.0
29,1971-07-06,,161.9,364.0,,433.4
17,1975-11-11,241.8,210.4,438.0,364.1,
36,1984-03-28,408.6,,648.4,651.3,
49,1996-05-19,706.6,,,955.3,
24,1971-10-08,145.0,,,253.5,
17,2012-11-08,,,,,1033.2
33,2000-07-05,,,1175.7,,
67,1973-06-25,,201.7,415.5,311.8,446.1
17,1979-03-17,,,590.4,522.3,
64,1989-01-18,561.2,371.5,761.8,803.4,
16,2004-08-23,,,1211.5,,
63,2006-05-25,970.1,,1331.3,,
35,2013-12-28,,,1643.8,,1014.6
25,1991-07-06,646.9,,878.7,,
58,1981-07-20,,293.6,600.9,562.9,527.6
18,2006-02-28,,629.8,,1215.0,908.2
65,2012-07-16,,632.9,1470.6,1530.7,
56,1987-08-09,549.9,343.8,784.4,805.2,
16,1977-08-22,261.2,252.2,531.6,406.7,499.3
36,1977-09-24,258.6,,545.0,422.6,481.2
55,1977-01-05,262.9,237.0,,,
50,2008-05-07,1008.9,,,,917.0
54,2009-07-12,,673.5,,,
26,1980-06-25,,253.4,548.8,542.2,
15,2010-10-17,991.7,,1346.4,1399.1,
15,2007-02-18,,573.2,,1263.2,1007.1
43,2014-07-22,1234.5,,,,
39,1976-02-16,,,470.7,371.2,514.4
44,1982-04-05,,,576.6,558.6,616.0
44,2019-06-20,1163.8,,,,1162.1
61,1993-06-11,605.2,,,,825.9
46,2006-10-31,1010.2,602.8,,,1055.5
21,1977-03-17,,239.3,,,556.8
22,2019-05-16,1351.8,688.8,,1864.1,1262.2
60,1989-12-11,,,807.0,844.8,
61,1974-02-07,,203.0,413.8,358.8,442.0
52,1998-08-16,824.4,512.8,,1053.6,
43,1978-01-27,317.9,262.0,,,533.8
49,1999-10-17,,513.0,,1053.8,856.2
21,2000-03-21,864.8,507.9,,,798.3
32,1980-03-11,351.5,257.2,544.3,,598.4
53,2010-08-12,,649.2,,,985.8
65,2011-07-08,991.8,,,1386.0,1131.3
23,2003-04-16,,503.8,,,
58,2014-07-30,,680.4,,1578.4,
37,2014-08-04,1196.2,,1464.6,1743.1,
55,1986-06-03,,350.5,713.1,,
40,2010-07-15,,,,,972.9
33,1991-05-31,,367.1,,922.2,
39,1977-05-21,,,,434.9,
30,2003-11-29,,,,1164.9,989.1
15,2002-09-10,,,1089.3,,
61,1976-10-31,,226.8,,,
55,1971-01-31,,147.9,335.8,,
28,1982-08-15,,,,,600.1
64,2002-05-05,873.2,548.1,1252.6,1253.3,993.1
47,1979-07-05,302.2,283.7,582.7,458.2,545.2
19,1997-08-06,782.0,,1155.5,,857.8
27,1999-11-16,735.8,,1106.4,,
15,2002-09-03,864.2,539.8,,1166.0,
23,2011-05-07,967.7,,1506.3,,1029.5
61,1973-01-22,,169.1,,298.6,409.1
58,2010-01-03,,652.5,1367.3,,1093.8
35,1973-01-07,179.0,167.7,363.5,287.4,402.9
44,2004-09-07,,,1268.1,,
66,2011-12-20,,658.7,,,
37,1988-01-30,,,,798.5,726.3
41,2020-04-14,1333.9,772.6,1768.1,1848.5,
24,1987-07-26,523.7,,736.7,,
21,1980-09-18,,,569.0,485.4,
29,1996-12-14,763.2,457.0,,,
62,1970-03-12,100.6,139.3,286.6,,
28,1996-05-20,,487.3,,1060.4,
38,1975-01-25,211.3,,,,
64,2015-01-07,,649.0,1433.5,1533.5,1181.8
48,2002-08-05,815.1,,1097.4,1311.6,912.0
44,1974-04-15,,183.9,,,
31,2004-03-15,,582.0,,1244.0,
33,2016-05-01,1083.7,,1641.9,1615.3,1145.0
20,2015-10-24,,,1711.8,1665.7,
53,2010-12-13,1143.2,,1296.7,1508.2,
55,2018-05-07,1295.3,,1746.5,,1181.2
53,2018-10-06,1281.2,,,,1159.4
32,1993-08-18,721.2,426.7,,957.9,699.2
47,1987-02-15,531.1,,836.9,732.7,
35,2014-10-28,,,1380.6,1745.1,1066.1
60,2006-05-19,,,1228.6,1362.1,947.1
61,2011-01-10,,,1291.8,1443.5,1082.5
44,2009-07-06,1105.5,634.0,,1443.1,955.6
29,1998-12-16,,448.4,1005.8,,929.0
41,1976-12-06,,,,,557.5
19,2013-11-19,,,,,1151.4
60,1986-09-28,,,782.7,,
24,2010-07-11,1155.0,,,1448.0,
66,1974-06-27,,219.2,384.8,,
19,2016-11-23,1171.9,,,1759.1,
14,1996-10-24,724.0,459.2,1129.1,,755.7
46,1973-06-21,,,415.9,,
44,2013-10-10,,714.4,1504.0,1472.0,990.9
31,2014-10-15,,630.9,1565.2,,1186.0
19,2008-09-03,,555.2,,,
25,1984-10-15,465.2,308.1,768.7,644.4,
15,2003-08-19,980.3,541.2,,1367.1,
46,1997-11-17,773.6,,,1152.1,795.2
44,1975-06-22,230.1,202.3,,,
20,2012-07-02,1072.1,,,1417.3,
66,1993-03-19,644.1,,859.2,,
66,1979-07-21,337.3,,552.9,465.3,
60,2016-01-06,1171.5,647.0,1588.8,,
52,2000-12-27,841.6,524.0,1153.8,,
61,1977-05-26,,253.3,,,526.6
17,1975-06-12,,226.5,493.9,390.0,
24,2008-04-23,,,1406.4,1474.4,1066.4
61,1975-05-17,,212.1,407.4,399.2,485.8
41,1982-08-21,374.1,286.9,616.4,593.7,620.1
51,1975-06-22,213.3,,,,461.2
29,2016-03-16,,760.4,,,1094.0
50,1971-12-02,,168.8,,241.3,418.7
51,1980-08-20,,,578.5,572.9,603.9
42,1976-12-05,262.6,,,415.2,523.3
66,1981-10-24,400.2,292.8,562.7,549.4,
45,2009-11-08,1051.9,,1442.6,,1101.0
22,2005-12-29,975.2,556.5,,,961.4
45,1987-01-27,,364.8,695.3,793.9,
53,2007-01-16,995.1,,1354.7,,
62,1996-05-03,661.3,,,,834.6
36,2010-02-03,,,1397.0,1517.2,
18,1972-09-01,,199.3,,,
58,1998-04-12,,452.5,1161.8,,
23,2007-04-14,897.7,,1336.1,1238.6,
56,1999-09-26,,512.4,1135.6,1244.7,
38,1977-12-16,263.7,257.1,549.7,440.1,
45,1977-05-10,,230.6,,,504.2
33,1989-04-30,533.0,391.2,,,721.2
28,1999-08-25,820.0,524.5,1013.3,,
48,1986-05-27,,363.4,679.6,650.6,611.1
48,2016-01-10,,628.0,,1574.6,
45,1973-10-19,,191.1,380.2,,
53,1981-06-05,353.5,,594.6,,629.3
48,2015-08-15,,,,1522.2,1090.9
32,2002-06-17,,,,,996.4
35,1971-09-29,137.5,,,250.0,
42,1989-02-15,577.8,,,799.2,730.1
50,1989-08-22,,363.4,,837.4,725.5
31,2007-11-23,,,,,1026.4
27,1987-03-24,,,802.2,,658.7
39,1978-12-12,,270.5,548.5,,
38,1990-10-20,622.1,,,,760.6
23,1975-04-06,,,,,498.9
51,1983-10-04,,286.8,,,
34,1987-03-04,470.8,,744.3,706.9,
15,2007-01-07,1023.0,633.9,,1298.7,
15,1984-06-26,420.0,309.0,658.5,669.8,
37,1991-05-15,629.6,373.5,,818.2,683.7
24,1981-10-14,,263.1,591.5,584.7,
46,2012-08-11,,,1343.0,1602.7,1154.0
61,1983-05-29,424.1,290.4,,,
56,1999-05-07,,,1173.9,,905.0
21,1992-07-19,,,,918.6,
23,1994-09-26,676.1,,,1039.9,
51,1985-04-04,,,,657.6,
31,2000-05-13,,532.8,,,
14,2011-01-07,,585.1,1400.1,,
22,1996-04-09,,468.8,,,747.0
23,1972-05-13,,164.6,394.5,,
44,1981-05-20,390.6,,582.2,,
27,1994-12-30,694.6,,1012.1,,
37,2016-12-22,,,,,1076.4
40,2001-01-15,754.9,543.7,,,
48,1984-02-12,,332.5,741.8,595.5,665.8
33,2014-08-01,1179.9,618.7,1577.7,,
15,2002-03-22,,,1221.3,,993.2
21,1982-06-18,,,669.2,627.2,
44,1994-01-19,,463.5,973.5,972.6,
18,2004-12-07,,598.4,1314.7,,
64,2000-08-26,,481.8,1141.8,1098.3,
56,2020-10-17,,,,1739.8,
20,1974-02-03,194.2,,,,472.7
48,2017-12-30,,644.8,,,1207.1
30,1982-07-31,,308.9,667.5,,
40,1999-08-13,725.0,507.3,,,824.5
25,1976-07-24,248.9,,518.9,,492.8
62,2018-09-12,1201.9,696.5,,1848.5,
21,2018-05-05,,,1651.8,,
50,1996-11-27,708.5,,1032.7,,901.1
61,2009-06-20,939.3,611.2,1274.7,1354.6,1021.7
45,1984-01-09,397.1,291.2,631.6,644.1,560.0
47,1993-01-30,601.9,410.8,,884.6,757.7
60,2005-05-08,,,,1239.1,
29,1992-09-18,594.8,441.5,937.3,954.4,692.5
37,1988-04-14,,,822.3,815.5,688.5
62,2010-06-29,,628.5,,,1128.3
62,1992-11-29,,,927.5,894.1,
30,2001-03-19,852.8,545.6,1043.8,,846.9
16,2018-06-04,,,,1696.2,
50,2016-01-19,1163.1,666.5,1665.9,,1230.4
59,2019-01-05,1333.0,,,,
30,1987-10-27,536.6,352.9,,740.9,
66,2004-01-10,906.5,578.5,1169.0,1261.1,895.9
37,2006-10-03,,,,,949.6
34,2014-03-24,,,1468.1,1598.9,1179.4
40,1975-09-27,217.8,,,,
53,1997-08-06,,,,,764.9
28,2019-04-20,1276.4,,1506.2,1782.7,1126.1
37,2019-09-23,,,,1919.5,
51,1974-02-21,,,446.7,298.1,
14,2015-09-16,,,1417.6,1567.6,1134.1
49,1992-09-27,,426.3,,,818.4
56,1994-05-25,,,898.1,,
37,1994-09-15,,,,,840.2
34,2015-09-10,1087.1,,1595.3,,1042.3
20,2014-02-05,,,,1600.0,1044.5
52,1984-04-12,,,720.6,,601.7
56,1977-05-10,297.4,227.5,524.5,420.4,537.6
63,1990-01-26,540.0,,793.5,,685.2
58,1995-06-23,,410.5,994.2,,
33,2005-11-16,,596.5,,,
62,1998-01-06,,,,1069.7,909.4
65,1998-09-16,,,980.6,,904.8
23,1973-06-09,,187.1,385.0,330.9,413.4
44,1990-06-26,,410.8,,924.2,652.9
39,2009-09-30,,576.5,,,1056.7
19,1993-07-19,,389.4,852.9,902.6,792.5
22,1971-01-06,,,342.7,247.4,
23,1998-03-07,835.5,523.9,1029.1,,
32,2004-05-19,831.4,559.6,,,
54,1979-10-23,,239.4,523.5,552.8,503.4
46,1987-03-18,,333.9,770.0,673.4,722.1
28,2011-04-23,1051.3,,1543.3,,1003.1
39,1986-07-25,500.3,,,731.4,
36,1992-11-16,,,924.9,,800.2
31,1987-01-08,,,748.2,713.9,728.3
37,1972-05-27,166.1,164.7,393.9,,448.3
51,1995-06-08,,,971.3,,
37,2002-12-13,,552.2,1285.2,,
53,2005-10-03,907.0,586.9,,1346.0,
28,1987-11-08,535.8,388.3,730.2,,643.6
25,2004-07-22,,573.5,1200.5,1181.1,912.8
34,1971-03-24,119.4,163.4,361.3,,437.5
40,2009-10-08,,,,,964.3
52,2006-10-12,1036.4,588.8,1440.6,1427.2,
43,1990-09-10,,,,787.8,760.0
18,1995-10-25,651.1,,,,
23,1986-05-12,,,718.5,750.3,
58,1983-06-29,,,648.4,674.6,671.7
23,2004-11-16,1007.4,,1277.8,1187.4,977.4
62,2008-06-15,,649.5,1222.6,1324.8,965.6
64,1979-04-08,306.3,,,533.9,579.0
19,2006-06-21,998.8,,1307.6,1313.6,906.4
29,2000-05-29,880.2,,,1148.6,
36,2020-05-19,1327.2,,1774.1,,1303.5
25,1997-03-02,,,986.0,1157.3,
64,1987-05-31,549.9,,810.1,,715.0
28,2001-04-21,,,,1138.7,866.8
59,2018-10-29,,,,,1221.0
60,1983-12-19,465.5,316.7,725.8,,
52,1976-10-21,261.0,,,,
22,2015-02-27,1103.3,,1424.9,1743.8,1033.1
24,1973-05-21,,178.2,375.1,324.9,
52,1980-11-17,,,569.6,581.9,
38,1992-07-26,664.1,,942.1,,709.4
57,1981-08-26,383.6,303.4,630.3,570.4,528.8
25,2020-09-18,1242.1,,1686.9,,1165.7
56,1997-04-22,,509.2,,1003.8,
31,2013-05-30,1017.9,,1501.9,1703.1,1109.6
34,1983-05-18,,303.7,656.6,665.0,
24,1983-02-21,,304.5,652.5,,
63,2013-12-07,,,,1593.7,1016.1
42,2015-10-19,1161.0,,,1774.1,
58,1991-01-26,606.1,,794.7,862.3,788.0
67,2000-05-10,740.0,,1096.6,1068.1,
60,1973-04-19,,171.7,,,432.5
21,1983-04-02,448.7,324.5,678.2,,584.8
44,1994-09-25,728.6,,,,
22,1977-02-15,259.7,,459.0,,464.1
63,2015-05-22,1060.0,,1622.6,,1165.6
64,1979-01-01,322.4,,525.9,435.1,
17,2017-11-22,,,1720.2,1577.5,1110.0
20,2012-11-11,1055.3,,1563.0,,
54,1984-09-30,,,704.7,638.8,
16,1979-04-06,,255.4,,470.9,
45,1972-08-05,158.0,,404.6,305.2,
32,1989-08-25,,,,,750.1
42,2017-11-26,1244.9,,,1825.0,1256.5
57,1977-12-21,,253.4,,,
45,1989-04-01,,372.3,858.8,,
53,1998-08-07,697.9,470.4,,,868.8
33,1981-11-17,379.4,279.1,658.4,595.4,
48,2019-10-18,,762.4,1785.3,,
25,1970-04-18,,,328.9,198.4,
34,1983-11-01,,,,,638.7
50,2000-09-12,797.9,536.5,1061.4,1180.1,796.7
24,2010-09-10,968.3,,1298.5,,936.6
25,1998-06-24,,,1068.0,1187.4,
60,1984-12-23,452.5,350.0,,,580.4
58,2004-08-16,897.6,,,1239.7,
29,1980-10-25,369.7,297.7,588.6,,552.3
67,1989-10-02,602.1,408.3,,,729.2
23,2005-09-07,,531.6,,1255.0,954.9
27,1971-05-18,136.0,155.1,,,
48,1984-05-30,435.0,320.7,,663.4,603.5
59,2004-07-18,,,,1298.1,877.8
30,1982-07-04,391.6,,,,
55,2005-12-29,1021.2,,1295.8,1268.7,970.6
22,2004-02-24,824.4,,1201.4,,937.4
21,1979-03-01,,257.8,519.2,,
56,2004-12-20,909.7,,1229.0,1232.4,
24,1992-02-10,662.0,,,,776.0
20,1979-02-01,,,501.1,,
50,1995-06-23,,430.8,,974.4,
35,2013-09-25,1114.6,,1383.8,,
16,1985-09-27,503.1,329.9,684.9,,
14,1971-12-07,140.0,189.2,,280.4,438.3
39,2014-02-07,1183.3,664.9,1607.5,1446.1,
39,1990-05-18,,,,903.4,667.5
61,2015-06-03,,,,,1154.0
31,1995-04-10,758.2,490.0,1052.2,,731.5
26,1970-03-19,103.0,,289.7,213.6,366.5
38,2011-08-01,,622.2,,,
17,2006-09-09,,588.5,,,890.7
37,1980-10-14,331.6,285.1,,,
62,1991-01-09,,380.9,876.5,781.4,
50,1981-11-11,370.5,,,,
62,1972-06-01,145.3,173.0,374.2,,
30,2020-09-01,,810.5,,,
61,1990-03-27,,417.0,938.7,834.0,740.4
37,2001-05-09,786.4,545.3,1111.1,,916.4
36,1993-02-10,579.6,,,956.1,734.9
66,1987-06-16,,347.1,827.4,681.5,722.6
20,2019-07-03,1388.5,,1554.1,,1073.5
40,1983-01-26,442.3,277.2,622.0,,
31,2013-03-09,,,1387.6,,1078.9
45,2016-01-17,1175.2,681.5,,,
43,2009-12-05,,,,,950.1
60,1994-04-13,673.6,396.4,1056.0,1031.2,
67,1979-02-18,339.8,,502.9,,
23,1986-04-05,,330.5,,659.1,
58,2002-12-20,,485.1,1250.6,1172.0,968.2
21,1971-03-12,126.8,,301.7,,
59,1994-05-18,,464.7,,1002.7,831.7
54,2002-05-22,,521.7,1305.7,1317.9,970.3
27,2013-10-03,1105.1,624.7,,1646.1,
22,2012-03-26,,633.4,,,1154.0
39,2006-12-06,940.6,538.6,1236.8,1254.0,
42,2008-10-07,935.3,,1325.3,,919.1
24,2012-07-15,1119.5,,,1421.3,962.0
56,1974-03-17,209.9,185.1,418.2,,454.1
46,2015-02-10,1071.9,671.2,,1692.1,
29,1991-05-31,,,,,768.0
53,1994-11-09,686.5,,990.9,,815.0
26,1992-02-08,,,895.7,,684.4
35,1983-08-12,441.6,328.7,690.1,679.4,
53,2009-02-18,,578.8,,1406.7,1012.5
18,2005-02-03,979.0,565.1,,,1010.0
19,1976-07-17,,,436.1,,539.6
14,2014-09-22,,,,,1116.8
22,1988-09-06,501.1,,,,
21,1974-01-05,,,,315.8,
19,1989-09-19,,,,,763.8
19,1972-07-06,,,,,448.3
35,2009-11-30,,,1355.1,1328.6,
42,1990-04-26,,,847.6,,
14,1976-07-29,276.9,,486.7,372.6,523.4
56,1976-01-11,,,439.5,,
62,1993-03-02,679.5,,,855.0,
33,2017-12-25,1123.9,,1623.7,1789.1,1187.2
28,2017-04-05,,743.4,1474.7,,1242.1
54,1970-07-15,,164.6,302.9,201.9,
19,2010-01-23,,663.2,1425.1,1509.5,1089.8
23,2000-07-22,,496.0,,1202.3,
15,1997-05-25,676.0,,,,
49,1976-08-10,,239.8,521.3,,
49,1995-04-12,,,,899.2,741.8
41,1978-05-09,323.3,246.0,,416.4,
44,2010-03-06,955.2,,1453.5,,962.6
52,1975-06-08,215.2,,,401.8,
40,2016-01-24,,,1563.0,1732.0,1024.6
53,2011-07-09,,648.1,,,
51,1985-09-05,494.5,,772.0,,681.3
24,1987-10-24,505.5,,,,651.6
53,1999-07-25,859.9,,,,
62,1971-03-06,,178.3,,,406.6
24,2016-07-02,1087.0,,,1607.7,
18,1988-01-01,,,749.3,,746.4
63,2019-12-27,1244.4,740.2,1509.2,1826.4,
14,2000-05-29,,493.8,,1112.2,799.6
57,1977-11-01,,243.9,,402.8,
54,1995-05-03,661.3,,993.3,913.8,
53,2020-02-21,,,,,1177.5
55,2002-09-17,,,1317.0,,966.8
53,1998-05-19,774.8,435.6,,,814.4
18,1985-01-18,444.5,,701.8,628.8,678.7
30,1979-04-15,293.1,263.2,595.7,,
55,1990-10-25,550.4,,815.6,,
27,2018-07-30,1256.3,790.5,1655.3,,1217.2
20,2007-09-06,,538.0,1269.6,1264.9,1075.3
31,1992-06-26,,,888.5,857.2,
56,2015-10-11,,716.5,1554.6,,1104.1
35,2020-06-23,1163.6,,,1708.0,
39,1990-05-06,,,,817.0,
55,2005-12-25,942.4,,1230.6,,
54,2001-03-26,798.4,490.0,,,897.0
17,1988-05-03,,,737.0,,645.7
25,2013-01-16,1095.8,653.8,1526.3,1481.6,1138.0
35,2008-07-07,925.5,624.6,,1487.2,1072.4
39,1970-05-03,106.6,167.6,311.5,210.0,436.4
32,1982-05-18,408.8,304.4,,619.3,597.4
45,1997-09-02,,473.2,1035.0,,770.4
65,2008-02-03,1034.1,547.8,1386.4,1269.4,954.2
19,1992-06-27,,,990.3,965.7,805.5
39,1995-01-04,,469.9,898.2,1023.3,
60,1975-06-18,250.1,,454.9,391.4,528.5
54,2014-04-19,,,1578.6,,
44,2005-09-24,,,1183.5,1373.9,
28,1987-12-31,513.0,352.6,,,
67,2002-06-30,820.7,480.1,1295.3,,989.5
48,2015-06-25,1116.2,,1646.1,1524.6,
34,1983-05-29,376.0,281.9,632.9,622.2,614.6
23,1998-09-02,,,,,848.7
54,2004-03-14,,,1290.1,,1004.8
24,1990-07-20,562.4,416.8,848.7,873.0,758.0
66,1984-03-09,438.2,311.2,,,
42,1986-03-01,498.2,340.0,795.8,,697.5
57,1981-02-24,344.8,,612.3,,567.7
41,2015-09-21,,657.6,,,
49,2001-07-15,914.9,,1235.2,1124.7,969.4
35,2016-07-04,,,1605.9,,1041.1
22,1974-11-30,198.9,,409.0,360.7,
54,1994-02-13,,,982.4,977.1,738.2
46,1973-12-12,,,,355.8,506.7
37,1986-05-21,,,733.3,,
57,1994-08-01,,415.2,1017.9,,
43,1992-10-30,,459.3,850.6,842.2,
17,2003-10-08,979.4,579.9,1252.1,,
24,1999-08-17,,,1137.2,1054.9,845.1
42,1991-02-26,605.3,,,804.5,
33,2015-05-04,1275.3,646.4,1461.2,1526.3,1149.4
43,2008-01-29,925.0,,1450.1,,915.4
67,1975-12-24,226.2,237.5,,,
36,2000-06-19,,,,1096.0,
34,2004-12-06,,537.7,1294.3,,997.4
63,1973-01-07,,193.7,,304.0,
29,2006-07-17,,600.1,1204.2,,970.8
65,1980-04-06,,269.1,579.9,555.5,
15,2015-12-26,1278.4,,1622.4,,
41,1984-03-30,465.5,336.4,749.8,,576.9
26,1974-12-09,,187.8,405.7,369.7,
15,1984-03-03,,337.5,,,
44,2011-02-01,,682.7,1292.4,1534.8,
26,1975-05-06,213.8,,416.1,,524.0
19,1996-02-14,,444.6,,,838.9
62,1977-01-08,,215.9,,,560.6
37,2015-07-15,1170.0,686.2,,,1196.5
14,1971-09-29,153.3,168.6,,265.8,
66,2007-08-01,1035.8,,,1356.3,
46,1973-11-06,201.3,,,314.0,
52,1992-03-19,591.9,445.3,844.5,858.4,
32,2010-02-20,,,1291.6,1348.1,
41,1997-04-17,,,968.0,1047.9,880.6
19,1979-09-13,,,522.5,541.2,538.0
30,1990-07-21,544.6,,949.1,804.6,690.1
47,1990-02-22,602.8,421.5,778.7,756.2,
21,2003-05-16,871.8,554.5,1129.0,,
50,1996-01-03,,,1023.3,1086.0,
33,2017-10-31,,,1689.9,,1264.4
40,1998-02-18,,437.9,1012.1,,809.0
41,2001-05-23,,519.7,,1177.4,
21,1981-03-11,,,,563.5,570.9
46,2019-01-09,1156.9,,1649.6,,1221.9
29,1980-10-29,,292.2,,544.4,603.6
62,2005-02-20,,,1358.0,1189.9,
36,1993-01-07,705.7,,,865.7,
19,1975-05-20,246.9,,,342.6,
27,1992-05-31,627.8,,,,
66,1994-11-06,,,995.5,917.7,713.8
36,1986-01-10,,,679.6,736.2,617.2
60,1986-10-21,462.1,,692.4,,703.8
33,1975-12-21,259.9,227.5,,,456.5
64,2000-01-17,,512.8,,,916.5
41,2002-05-12,,567.7,,,
29,1990-12-16,594.2,366.9,,825.5,691.4
53,1977-02-25,,245.4,511.3,,
42,2001-12-27,,,1104.1,1111.3,
60,2001-02-14,906.5,,1187.7,,952.1
52,1983-05-24,,,681.3,,
56,2013-03-07,1011.8,637.3,1579.8,1504.9,
56,2018-09-07,1128.2,692.8,1630.8,,1190.6
24,1985-11-02,428.3,,703.0,,
30,2000-07-28,,504.2,1200.7,,
23,2007-03-10,,,,1244.1,
28,2010-02-25,1001.7,,1445.4,1484.3,1073.6
39,2004-10-05,,,,1407.6,894.6
56,1997-02-27,,422.9,,,814.1
63,1986-03-02,486.8,358.4,,710.2,624.7
50,2002-04-10,908.3,573.2,1107.7,1194.2,
41,2000-08-14,,,1113.6,1234.9,867.5
43,1982-04-18,410.4,296.8,681.9,,638.8
34,2007-10-05,1020.8,,,,899.5
26,1978-04-27,,,545.4,,
65,1992-02-09,582.2,439.6,,866.8,774.0
64,2019-10-23,,,1813.8,1871.8,1209.7
65,2010-09-18,987.4,,,1410.4,
66,1985-10-10,517.3,351.5,,,607.6
39,1997-03-30,749.1,,1005.7,,
65,2008-08-09,,,,,936.2
46,1984-07-16,406.8,352.0,,,575.9
42,2001-11-08,856.2,,1268.1,1291.0,834.8
48,1992-10-01,621.4,396.5,,906.3,818.5
32,2000-05-19,851.8,,1044.1,,853.6
21,2016-05-26,1272.1,729.1,,,
47,1981-01-27,341.7,300.5,,542.7,604.5
27,1975-12-23,,236.9,,363.9,542.9
18,1989-08-14,584.5,415.8,,,
32,1978-12-14,,247.6,543.5,,531.9
59,2015-08-20,1142.4,,,,
56,1971-03-03,,,,230.6,420.5
45,2002-05-28,,534.8,,1138.4,
46,2012-12-27,1029.2,,1478.9,,1028.3
27,2018-01-25,,,1703.5,,1064.3
44,2016-08-06,,,,,1031.0
33,1987-06-07,512.2,,754.8,795.3,
16,2007-01-07,1048.2,,1436.3,,
56,2016-09-13,1230.5,663.5,,,1168.5
59,2006-04-14,,,,,983.1
57,1982-10-24,395.7,,,,612.7
27,2001-04-23,,,1148.9,1201.2,866.6
50,2020-02-12,,711.0,,1620.1,1273.3
58,1989-05-15,523.0,,,848.4,680.6
39,2019-06-15,1343.2,687.3,1819.6,,
47,1984-11-11,464.9,,,,646.8
67,2013-11-13,1098.6,,,1533.0,
20,1985-02-23,,295.9,729.4,727.4,591.2
50,2004-12-09,869.9,,1182.1,,
59,1992-02-04,590.3,,976.2,979.3,680.5
29,1976-02-24,,,489.3,,
33,2015-04-19,1221.8,,,,1092.1
18,2002-10-04,789.9,483.4,,1345.0,
